ID,Address_x,Size,Price,Rooms,Floor,Quality,Inner_Height,Heating,Furnished,Balcony,Pet,Year_Built,Floors,Lift,Orientation,View,kerület,lat,lon,dist,Log(Price),LogPrice
32033078," Csata utca 25, XIII. kerület",82,179000.0,3,2,new,not defined,gáz (cirko),partly furnished,5.0,allowed,between 2001-2010,not defined,yes,not defined,street,XIII,47.52846265,19.07749475,3.6884846749985014,12.095141084822892,12.095141084822892
32033094," Népszínház utca 12, VIII. kerület",32,120000.0,1,2,renovated,more than 3m,gáz (konvektor),furnished,not defined,not defined,before 1950,3,no,not defined,not defined,VIII,47.4958469,19.0728742,1.7980181380811298,11.695247021764184,11.695247021764184
32033164," Havas utca 3, V. kerület",94,165000.0,4,1,in good condition,more than 3m,gáz (cirko),furnished,not defined,not defined,before 1950,3,no,east,street,V,47.4880622,19.0558465,1.49255128184282,12.013700752882718,12.013700752882718
32033195," Erdőkerülő utca, XV. kerület",35,125000.0,2,3,renovated,less than 3m,távfűtés egyedi méréssel,not furnished,not defined,not allowed,between 1981-2000,10,yes,south east,garden,XV,47.541345299999996,19.151605,8.848221547384547,11.736069016284437,11.736069016284437
32033225," Silvanus sétány, III. kerület",28,110000.0,1,1,renovated,less than 3m,távfűtés,not furnished,4.0,not defined,between 1981-2000,3,no,south,garden,III,47.5686636,19.059140399999997,7.5654613554627685,11.608235644774552,11.608235644774552
32033228," Vörösmarty utca, VII. kerület",75,159000.0,2,1,in good condition,more than 3m,gáz (cirko),partly furnished,not defined,allowed,before 1950,4,no,south west,street,VII,47.507243,19.0663293,1.40421807556047,11.976659481202368,11.976659481202368
32033231," Alpár utca, VII. kerület",36,129000.0,2,5,new,not defined,nincs megadva,furnished,7.0,not defined,not defined,not defined,yes,south,street,VII,47.4474823,19.120064000000003,7.93419574863499,11.76756768334381,11.76756768334381
32033232," Ráday utca, IX. kerület",31,98000.0,1,0,in good condition,more than 3m,gáz (konvektor),partly furnished,not defined,not allowed,between 1950-1980,4,yes,not defined,courtyard,IX,47.4854854,19.0645518,2.02910062623543,11.49272275765271,11.49272275765271
32033260," Szérűskert utca, III. kerület",28,100000.0,1,2,in good condition,not defined,házközponti,partly furnished,2.0,not allowed,between 1981-2000,4,no,east,street,III,47.5566658,19.0428474,6.225048287510147,11.512925464970229,11.512925464970229
32033279," Ajtósi Dürer sor, XIV. kerület",78,150000.0,2,3,in good condition,more than 3m,házközponti,furnished,not defined,not allowed,not defined,4,yes,not defined,courtyard,XIV,47.5091659,19.088915300000004,3.0534094949277724,11.918390573078392,11.918390573078392
32033285," Bocskai út, XI. kerület",55,139900.0,2,6,in moderate condition,less than 3m,távfűtés,not furnished,2.0,not allowed,between 1950-1980,7,yes,not defined,garden,XI,47.4756471,19.039852,2.915632805700971,11.848683160653573,11.848683160653573
32033306," Teleki László tér, VIII. kerület",43,110000.0,2,3,new,less than 3m,házközponti egyedi méréssel,partly furnished,5.0,not allowed,between 2001-2010,4,yes,not defined,street,VIII,47.4928204,19.086662640837048,2.887572527035782,11.608235644774552,11.608235644774552
32033320," Eső utca, III. kerület",60,140000.0,2,2,in good condition,more than 3m,gáz (konvektor),furnished,4.0,allowed,before 1950,3,no,west,garden,III,47.5356766,19.0364155,4.001585221524252,11.84939770159144,11.84939770159144
32033335," Ond vezér útja, XIV. kerület",68,150000.0,3,6,in good condition,not defined,távfűtés,furnished,not defined,not allowed,not defined,10,not defined,not defined,street,XIV,47.5062907,19.1393982,6.732305703883386,11.918390573078392,11.918390573078392
32033347," Tüzér utca, XIII. kerület",48,160000.0,2,3,not defined,not defined,házközponti egyedi méréssel,furnished,not defined,not allowed,between 2001-2010,not defined,yes,not defined,garden,XIII,47.525478799999995,19.071706600000002,3.175604244374275,11.982929094215963,11.982929094215963
32033367," Lajos utca 115, III. kerület",70,70000.0,3,not defined,new,not defined,távfűtés,not furnished,not defined,not allowed,not defined,not defined,yes,not defined,not defined,III,47.5349071,19.0435316,3.8131928567026625,11.156250521031495,11.156250521031495
32033375," Egressy út, XIV. kerület",49,145000.0,2,3,newly built,not defined,házközponti egyedi méréssel,furnished,5.0,not allowed,not defined,5,yes,not defined,garden,XIV,47.513727200000005,19.118405199999998,5.32218798280101,11.884489021402711,11.884489021402711
32033379," Vörösmarty utca, VI. kerület",12,55000.0,2,not defined,in good condition,more than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,not defined,not defined,not defined,street,VI,47.507243,19.0663293,1.40421807556047,10.915088464214607,10.915088464214607
32033415," Csanády utca, XIII. kerület",50,200000.0,2,9,newly built,not defined,házközponti egyedi méréssel,furnished,4.0,not defined,2020,not defined,yes,south west,panoramic,XIII,47.5165753,19.0569222,1.814227856878888,12.206072645530174,12.206072645530174
32033448," Práter utca, VIII. kerület",43,150000.0,2,3,newly built,less than 3m,házközponti egyedi méréssel,by arrangement,14.0,not allowed,2019,not defined,yes,east,garden,VIII,47.4867567,19.0787526,2.6646134825930177,11.918390573078392,11.918390573078392
32033466," Jósika utca, VII. kerület",50,135000.0,2,4,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not allowed,not defined,4,yes,not defined,courtyard,VII,47.457007700000005,19.2333753,14.614012728814757,11.813030057420567,11.813030057420567
32033486," Ív utca, XXI. kerület",30,110000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XXI,47.42892020000001,19.0755091,8.23212039731036,11.608235644774552,11.608235644774552
32033492," Egressy út, XIV. kerület",49,145000.0,2,3,newly built,less than 3m,házközponti egyedi méréssel,furnished,5.0,not allowed,between 2001-2010,5,yes,south west,garden,XIV,47.513727200000005,19.118405199999998,5.32218798280101,11.884489021402711,11.884489021402711
32033516," Ferenc körút, IX. kerület",78,150000.0,3,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,IX,47.4855574,19.0700326,2.269541076166218,11.918390573078392,11.918390573078392
32033616," Lónyay utca, IX. kerület",32,75000.0,2,basement,in good condition,less than 3m,elektromos,partly furnished,not defined,not allowed,between 1950-1980,3,not defined,not defined,street,IX,47.4811174,19.0669176,2.5372822200264267,11.225243392518447,11.225243392518447
32033617," Pálos utca, II. kerület",45,125000.0,2,7,in good condition,not defined,házközponti,by arrangement,6.0,allowed,not defined,not defined,yes,not defined,garden,II,47.521569899999996,18.9701585,6.434187986555833,11.736069016284437,11.736069016284437
32033624," Balzac utca, XIII. kerület",85,180000.0,3,not defined,not defined,not defined,nincs megadva,not defined,2.0,not defined,not defined,not defined,not defined,not defined,not defined,XIII,47.517185600000005,19.050755300000002,1.809986320058246,12.100712129872347,12.100712129872347
32033638," Vend utca, II. kerület",80,297000.0,3,3,in good condition,not defined,gáz (cirko),by arrangement,9.0,allowed,before 1950,3,no,south west,panoramic,II,47.5235369,19.020116899999998,3.3797424608353346,12.601487417784837,12.601487417784837
32033640," Szilágyi Erzsébet fasor, II. kerület",147,550000.0,4,1,renovated,more than 3m,gáz (cirko),partly furnished,16.0,not allowed,not defined,3,no,south west,garden,II,47.516343400000004,18.9989743,4.210843225112171,13.217673557208654,13.217673557208654
32033787," Stollár Béla utca 16, V. kerület",133,245000.0,4,4,new,more than 3m,gáz (cirko),furnished,not defined,not allowed,between 2001-2010,4,yes,not defined,street,V,47.5100745,19.05300479133044,1.040713586875605,12.409013489526863,12.409013489526863
32033999," Wesselényi utca, VII. kerület",111,160000.0,2,4,in moderate condition,less than 3m,gáz (cirko),furnished,not defined,not allowed,between 1950-1980,6,not defined,northwest,street,VII,47.4309445,19.1245806,9.586268211321338,11.982929094215963,11.982929094215963
32034046," Marina sétány, XIII. kerület",105,660000.0,4,1,new,less than 3m,házközponti egyedi méréssel,by arrangement,30.0,allowed,between 2001-2010,9,yes,west,panoramic,XIII,47.54628029999999,19.0638878,5.149970162030574,13.399995114002609,13.399995114002609
32034120," Soroksár-Újtelep, XXIII. kerület",36,110000.0,1,not defined,in good condition,more than 3m,gáz (konvektor),not furnished,not defined,allowed,not defined,1,not defined,not defined,courtyard,XXIII,47.416873200000005,19.131058300000003,11.153868539213503,11.608235644774552,11.608235644774552
32034121," Boráros tér, IX. kerület",35,100000.0,1,1,in good condition,not defined,gáz (cirko),furnished,not defined,allowed,not defined,4,not defined,not defined,courtyard,IX,47.4797425,19.067933399999998,2.7079625564716427,11.512925464970229,11.512925464970229
32034135," Teleki László tér 19., VIII. kerület",34,130000.0,1,2,new,less than 3m,házközponti egyedi méréssel,furnished,2.0,not allowed,between 2001-2010,4,yes,west,garden,VIII,47.49436395,19.083553572734807,2.6135514277179195,11.77528972943772,11.77528972943772
32034283," Dohány utca, VII. kerület",30,80000.0,1,3,in good condition,more than 3m,gáz (konvektor),furnished,not defined,not defined,before 1950,3,not defined,not defined,courtyard,VII,47.4974451,19.068225899999998,1.411794921095585,11.289781913656018,11.289781913656018
32034286," Dorottya utca, V. kerület",81,689358.0,2,5,newly built,not defined,nincs megadva,furnished,not defined,not defined,not defined,not defined,yes,not defined,street,V,47.497286100000004,19.0494107,0.40785381253607733,13.443516008667709,13.443516008667709
32034314," Marek József utca, VII. kerület",24,100000.0,1,4,in good condition,less than 3m,gáz (cirko),furnished,not defined,allowed,not defined,4,no,not defined,street,VII,47.505842799999996,19.0815723,2.423385837459511,11.512925464970229,11.512925464970229
32034370," Margit körút, II. kerület",48,140000.0,2,5,in good condition,less than 3m,gáz (konvektor),not furnished,3.0,not allowed,between 1950-1980,not defined,yes,south west,street,II,47.514609,19.0360383,1.8558352611200186,11.84939770159144,11.84939770159144
32034373," Benczúr utca, VI. kerület",48,130000.0,2,2,in good condition,less than 3m,gáz (konvektor),furnished,not defined,allowed,between 1950-1980,3,yes,south west,street,VI,47.424973,19.2321952,16.085724616072678,11.77528972943772,11.77528972943772
32034414," Mester utca, IX. kerület",30,95000.0,1,2,renovated,not defined,nincs megadva,furnished,not defined,not defined,not defined,not defined,not defined,not defined,courtyard,IX,47.4688869,19.083928,4.374711117246103,11.461632170582678,11.461632170582678
32034433," Corvin sétány, VIII. kerület",30,135000.0,1,4,newly built,less than 3m,házközponti egyedi méréssel,furnished,not defined,not defined,2015,5,yes,not defined,street,VIII,47.4858996,19.07519187896299,2.516147953596076,11.813030057420567,11.813030057420567
32034438," Dob utca, VII. kerület",30,110000.0,1,1,renovated,more than 3m,gáz (cirko),partly furnished,not defined,not allowed,before 1950,3,no,south west,street,VII,47.4992821,19.062398499999997,0.9378123985282352,11.608235644774552,11.608235644774552
32034453," Corvin sétány 3, VIII. kerület",33,140000.0,1,3,newly built,not defined,házközponti egyedi méréssel,furnished,2.45,not allowed,2016,10,yes,south,garden,VIII,47.4856631,19.0764757,2.606147038877438,11.84939770159144,11.84939770159144
32034461," Középső-Ferencváros, IX. kerület",32,85000.0,1,not defined,in good condition,not defined,gáz (konvektor),furnished,not defined,not allowed,not defined,not defined,not defined,not defined,courtyard,IX,47.475967700000005,19.0801553,3.5757797342495614,11.350406535472453,11.350406535472453
32034489," Várkert rakpart, I. kerület",35,170000.0,2,4,renovated,less than 3m,gáz (cirko),furnished,not defined,not allowed,before 1950,5,yes,south east,courtyard,I,47.4935044,19.043537,0.963027256545116,12.043553716032399,12.043553716032399
32034535," Lechner Ödön fasor, IX. kerület",70,400235.0,2,5,new,not defined,fan-coil,furnished,not defined,not allowed,not defined,9,yes,not defined,not defined,IX,47.4745619,19.0699926,3.28897727049449,12.899807153579557,12.899807153579557
32034540," Jókai utca 5, VI. kerület",104,500000.0,5,4,newly built,less than 3m,"mennyezeti hűtés-fűtés, elektromos",by arrangement,40.0,not allowed,2019,5,yes,south west,panoramic,VI,47.46778225,18.96961395,7.087842591598611,13.122363377404328,13.122363377404328
32034565," Forgách utca, XIII. kerület",32,120000.0,1,not defined,not defined,not defined,nincs megadva,not defined,not defined,not defined,not defined,not defined,not defined,not defined,not defined,XIII,47.5388814,19.0694579,4.464640607296494,11.695247021764184,11.695247021764184
32034577," Hamzsabégi út, XI. kerület",59,210000.0,3,1,new,less than 3m,házközponti,furnished,7.0,not allowed,2011,7,yes,south west,courtyard,XI,47.473350399999994,19.030894600000003,3.3909473159419443,12.254862809699606,12.254862809699606
32034584," Nagyszeben út 1, XI. kerület",49,190000.0,2,5,newly built,less than 3m,házközponti egyedi méréssel,not furnished,10.0,not defined,2020,not defined,yes,east,garden,XI,47.4654679,19.0112315,4.910123565833134,12.154779351142624,12.154779351142624
32034666," Erzsébet királyné útja 50, XIV. kerület",37,110000.0,1,2,newly built,less than 3m,gáz (cirko),furnished,not defined,allowed,between 2001-2010,4,yes,not defined,street,XIV,47.525049200000005,19.103760100000002,4.839651718621042,11.608235644774552,11.608235644774552
32034689," Lukács utca, II. kerület",60,125000.0,2,1,in moderate condition,more than 3m,gáz (konvektor),partly furnished,3.0,allowed,between 1950-1980,4,no,south east,street,II,47.5251994,19.037997100000002,2.851087745036419,11.736069016284437,11.736069016284437
32034715," Berettyó utca 2, XIII. kerület",57,219000.0,3,1,newly built,less than 3m,házközponti egyedi méréssel,furnished,4.0,not defined,2019,6,yes,not defined,street,XIII,47.5524885,19.0777506,6.099109167676186,12.296827008798639,12.296827008798639
32034802," Thököly út, XIV. kerület",38,110000.0,2,1,renovated,more than 3m,gáz (cirko),furnished,not defined,not allowed,not defined,3,not defined,not defined,street,XIV,47.516200500000004,19.106887300000004,4.588887821608017,11.608235644774552,11.608235644774552
32034866," Mátyás tér, VIII. kerület",45,120000.0,2,3,newly built,less than 3m,házközponti,not furnished,1.0,allowed,2014,5,yes,south west,street,VIII,47.49196545,19.079757489395615,2.4373044253487266,11.695247021764184,11.695247021764184
32034880," Illés utca, VIII. kerület",32,110000.0,2,1,renovated,more than 3m,gáz (konvektor),partly furnished,not defined,not allowed,between 1950-1980,3,no,not defined,not defined,VIII,47.48602279999999,19.0852402,3.1140951242523345,11.608235644774552,11.608235644774552
32034896," Újlipótváros, XIII. kerület",69,150000.0,2,5,in good condition,more than 3m,távfűtés,not defined,not defined,not defined,before 1950,not defined,yes,west,street,XIII,47.518041100000005,19.054319399999997,1.930101951243435,11.918390573078392,11.918390573078392
32034947," Berettyó utca 2, XIII. kerület",28,135000.0,1,3,newly built,less than 3m,házközponti egyedi méréssel,furnished,4.0,not defined,2019,6,yes,not defined,street,XIII,47.5524885,19.0777506,6.099109167676186,11.813030057420567,11.813030057420567
32034951," Fehérvári út, XI. kerület",57,150000.0,2,3,renovated,less than 3m,távfűtés,partly furnished,3.0,not allowed,between 1950-1980,5,yes,south west,courtyard,XI,47.4653006,19.043333399999998,3.994789131995273,11.918390573078392,11.918390573078392
32034991," Paulay Ede utca, VI. kerület",39,138000.0,2,1,renovated,more than 3m,nincs megadva,furnished,not defined,not allowed,not defined,not defined,no,not defined,courtyard,VI,47.5029296,19.061324499999998,0.8685618484694275,11.835008964139341,11.835008964139341
